seqnames	start	end	strand	gene	ENTREZID	product	gbkey
1	37997109	37997208	-	Txndc9	98258	thioredoxin domain containing 9	mRNA
1	37998000	37998324	+	Eif5b	226982	eukaryotic translation initiation factor 5B, transcript variant X1	mRNA
1	38029745	38030460	-	Gm34448	102637707	predicted gene, 34448	ncRNA
1	38129462	38129662	-	Rev1	56210	REV1 homolog (S. cerevisiae)	mRNA
1	38072397	38073453	-	LOC105243909	105243909	uncharacterized LOC105243909	ncRNA
1	38132083	38132170	+	Gm5099	329123	predicted gene 5099, transcript variant X1	misc_RNA
1	38627089	38627244	-	Aff3	16764	AF4/FMR2 family, member 3	mRNA
1	38226402	38246122	+	Gm16150	102638318	predicted gene 16150, transcript variant X1	ncRNA
1	38382390	38388928	+	Gm16152	102638209	predicted gene 16152, transcript variant X1	ncRNA
1	38480081	38491823	+	Gm34727	102638078	predicted gene, 34727, transcript variant X2	misc_RNA
1	38630667	38631106	+	Gm34596	102637900	predicted gene, 34596, transcript variant X5	ncRNA
1	38835771	38836719	-	Lonrf2	381338	LON peptidase N-terminal domain and ring finger 2, transcript variant X1	mRNA
1	38897890	38898262	-	Chst10	98388	carbohydrate sulfotransferase 10, transcript variant X2	mRNA
1	38907926	38908745	+	Gm6621	625775	NA	exon
1	38939149	38939361	+	Nms	433292	neuromedin S	mRNA
1	38980806	38980825	+	Gm35171	102638660	predicted gene, 35171	ncRNA
1	38987814	38987849	+	Pdcl3	68833	phosducin-like 3	mRNA
1	39027314	39027357	-	Gm35222	102638728	predicted gene, 35222	ncRNA
1	39186896	39186992	-	Mir6349	102466631	microRNA 6349	precursor_RNA
1	39193956	39194009	+	Npas2	18143	neuronal PAS domain protein 2, transcript variant X1	mRNA
1	39274198	39276960	-	LOC105243910	105243910	NA	exon
1	39314864	39315486	+	Gm3617	100041999	NA	exon
1	39367834	39367865	-	Gm35366	102638922	predicted gene, 35366	ncRNA
1	39367851	39368255	+	Rpl31	114641	ribosomal protein L31, transcript variant 1	mRNA
1	39478440	39478747	-	Tbc1d8	54610	TBC1 domain family, member 8	mRNA
1	39414761	39415362	+	Gm35423	102638998	predicted gene, 35423, transcript variant X2	ncRNA
1	39417161	39421878	+	LOC105243911	105243911	uncharacterized LOC105243911	ncRNA
1	39535802	39536337	+	Cnot11	52846	CCR4-NOT transcription complex, subunit 11	mRNA
1	39548747	39548840	-	Snord89	100217461	small nucleolar RNA, C/D box 89	ncRNA
1	39576827	39577441	-	Rnf149	67702	ring finger protein 149, transcript variant X1	misc_RNA
1	39597413	39598027	-	Gm5100	329126	NA	exon
1	39650506	39651182	-	Creg2	263764	cellular repressor of E1A-stimulated genes 2	mRNA
1	39650506	39651424	+	D930019O06Rik	425051	RIKEN cDNA D930019O06	ncRNA
1	39691741	39692246	-	Rfx8	619289	regulatory factor X 8, transcript variant X1	mRNA
1	39805173	39805332	-	Gm3646	100042065	predicted gene 3646	mRNA
1	39847309	39847330	-	1700066B17Rik	73426	RIKEN cDNA 1700066B17 gene	ncRNA
1	39852437	39852513	+	Gm35600	102639244	predicted gene, 35600, transcript variant X1	ncRNA
1	39900912	39901286	+	Map4k4	26921	mitogen-activated protein kinase kinase kinase kinase 4, transcript variant X2	mRNA
1	40085613	40085851	-	Gm16894	100047133	predicted gene, 16894	ncRNA
1	40081750	40084819	+	Il1r2	16178	interleukin 1 receptor, type II, transcript variant X2	mRNA
1	40149100	40149553	+	Gm35741	102639421	predicted gene, 35741	ncRNA
1	40225014	40225158	+	Il1r1	16177	interleukin 1 receptor, type I, transcript variant X4	mRNA
1	40324441	40324749	+	Il1rl2	107527	interleukin 1 receptor-like 2, transcript variant X1	mRNA
1	40353861	40353901	+	Gm17970	100416211	NA	exon
1	40404864	40405028	+	Il1rl1	17082	interleukin 1 receptor-like 1, transcript variant X2	mRNA
1	40465552	40465781	+	Il18r1	16182	interleukin 18 receptor 1, transcript variant 2	mRNA
1	40515362	40515476	+	Il18rap	16174	interleukin 18 receptor accessory protein	mRNA
1	40580456	40580519	-	Gm35801	102639500	predicted gene, 35801	ncRNA
1	40579715	40580771	+	Slc9a4	110895	solute carrier family 9 (sodium/hydrogen exchanger), member 4, transcript variant X2	mRNA
1	40680893	40681877	-	Gm35854	102639574	predicted gene, 35854	mRNA
1	40681712	40682165	+	Slc9a2	226999	solute carrier family 9 (sodium/hydrogen exchanger), member 2	mRNA
1	40770324	40771496	+	LOC102641498	102641498	uncharacterized LOC102641498, transcript variant X2	ncRNA
1	40790485	40790657	-	Mfsd9	211798	major facilitator superfamily domain containing 9	mRNA
1	40805601	40805887	+	Tmem182	381339	transmembrane protein 182	mRNA
1	41180999	41181252	-	4930448I06Rik	74897	RIKEN cDNA 4930448I06 gene	ncRNA
1	41533154	41533313	-	LOC105243912	105243912	uncharacterized LOC105243912, transcript variant X1	ncRNA
1	41573402	41573501	-	Gm35935	102639680	predicted gene, 35935	ncRNA
1	41743023	41743770	+	Gm29260	102639765	predicted gene 29260, transcript variant X10	ncRNA
1	41828998	41830181	+	LOC105243913	105243913	uncharacterized LOC105243913	ncRNA
1	42257852	42257971	+	Gm28175	102640173	predicted gene 28175, transcript variant X6	ncRNA
1	42427564	42427644	-	Gm36678	102640664	predicted gene, 36678, transcript variant X2	ncRNA
1	42581774	42582017	-	Gm36822	102640854	predicted gene, 36822	ncRNA
1	42635476	42639740	-	Gm30248	102632081	predicted gene, 30248, transcript variant X3	ncRNA
1	42694747	42694825	-	Pantr1	66297	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1	ncRNA
1	42695096	42695188	+	LOC102640933	102640933	uncharacterized LOC102640933, transcript variant X1	ncRNA
1	42697146	42700210	+	Pou3f3	18993	POU domain, class 3, transcription factor 3	mRNA
1	42700336	42703176	+	2900092D14Rik	73100	RIKEN cDNA 2900092D14 gene	ncRNA
1	42713355	42713454	-	Pantr2	66620	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2	ncRNA
1	42851233	42851426	+	Mrps9	69527	mitochondrial ribosomal protein S9	mRNA
1	42952574	42952661	-	LOC105243914	105243914	uncharacterized LOC105243914	ncRNA
1	42952872	42953233	+	Gpr45	93690	G protein-coupled receptor 45	mRNA
1	43092381	43092461	-	Tgfbrap1	73122	transforming growth factor, beta receptor associated protein 1, transcript variant X3	mRNA
1	43056056	43056430	+	LOC105243915	105243915	uncharacterized LOC105243915	ncRNA
1	43098710	43098862	+	AI597479	98404	expressed sequence AI597479	mRNA
1	43196651	43196761	-	Fhl2	14200	four and a half LIM domains 2, transcript variant 2	mRNA
1	43132540	43134720	+	LOC105243916	105243916	uncharacterized LOC105243916	ncRNA
1	43189057	43189765	+	Gm8210	666642	predicted pseudogene 8210	mRNA
1	43277388	43277493	-	Gm29040	102632346	predicted gene 29040, transcript variant X2	ncRNA
1	43445749	43446027	+	Nck2	17974	non-catalytic region of tyrosine kinase adaptor protein 2, transcript variant X1	mRNA
1	43680426	43680714	+	LOC102642726	102642726	uncharacterized LOC102642726	ncRNA
1	43714283	43715390	+	Gm30634	102632604	predicted gene, 30634	ncRNA
1	43730602	43730963	+	1500015O10Rik	78896	RIKEN cDNA 1500015O10 gene	mRNA
1	43743826	43744501	-	Gm29155	102632685	predicted gene 29155	ncRNA
1	43827615	43827821	-	Uxs1	67883	UDP-glucuronate decarboxylase 1, transcript variant X1	mRNA
1	43785821	43787504	+	Gm16103	100126353	NA	exon
1	43887979	43889727	+	LOC102632770	102632770	ADP-ribosylation factor 1 pseudogene	misc_RNA
1	43898125	43901965	+	Gm8241	666690	NA	exon
1	43933991	43934253	+	Tpp2	22019	tripeptidyl peptidase II, transcript variant X2	misc_RNA
1	44042266	44042626	-	Mettl21c	433294	methyltransferase like 21C, transcript variant X3	mRNA
1	44079375	44080198	-	Ccdc168	102636082	coiled-coil domain containing 168, transcript variant X3	mRNA
1	44102328	44102497	-	Tex30	75623	testis expressed 30, transcript variant X1	mRNA
1	44118318	44118773	-	Kdelc1	72050	KDEL (Lys-Asp-Glu-Leu) containing 1	mRNA
1	44118888	44119195	+	Bivm	246229	basic, immunoglobulin-like variable motif containing, transcript variant X1	mRNA
1	44147578	44147965	+	Ercc5	22592	excision repair cross-complementing rodent repair deficiency, complementation group 5, transcript variant X1	mRNA
1	44218840	44218931	-	Mettl21e	403183	methyltransferase like 21E	mRNA
1	44392830	44392897	+	LOC105243917	105243917	uncharacterized LOC105243917	ncRNA
1	44551380	44551457	-	LOC105243918	105243918	uncharacterized LOC105243918, transcript variant X2	ncRNA
1	44551496	44551872	+	Gulp1	70676	GULP, engulfment adaptor PTB domain containing 1, transcript variant X1	mRNA
1	44744932	44744949	-	4930521E06Rik	75066	RIKEN cDNA 4930521E06 gene	ncRNA
1	44810413	44810502	+	Gm3489	100041738	NA	exon
1	44873486	44874179	-	Gm19480	100502972	NA	exon
1	44924163	44924928	-	Gm3496	100041752	NA	exon
1	45311538	45311832	+	Col3a1	12825	collagen, type III, alpha 1	mRNA
1	45352166	45353523	-	LOC105243919	105243919	uncharacterized LOC105243919	ncRNA
1	45502821	45503282	-	Col5a2	12832	collagen, type V, alpha 2	mRNA
1	45519607	45520839	-	Gm7063	631429	NA	exon
1	45602027	45602300	+	Gm8304	666814	NA	exon
1	45731952	45734129	-	LOC105243920	105243920	uncharacterized LOC105243920, transcript variant X8	ncRNA
1	45795153	45795604	+	Wdr75	73674	WD repeat domain 75, transcript variant X2	misc_RNA
1	45829528	45830144	-	Gm30900	102632958	predicted gene, 30900	ncRNA
1	45857188	45857741	-	Gm5526	433297	NA	exon
1	45925221	45925594	-	Slc40a1	53945	solute carrier family 40 (iron-regulated transporter), member 1	mRNA
1	45981531	45982067	+	Rpl23a-ps1	227054	NA	exon
1	46010235	46012263	-	Gm3852	100042453	NA	exon
1	46028798	46030437	-	Gm4776	212225	predicted gene 4776, transcript variant 2	misc_RNA
1	46065786	46066088	+	Dnah7b	227058	dynein, axonemal, heavy chain 7B, transcript variant X5	mRNA
1	46232520	46233437	-	Gm31046	102633144	predicted gene, 31046, transcript variant X2	ncRNA
1	46414418	46414798	+	Gm8326	666855	NA	exon
1	46424258	46425627	+	Dnah7c	100101919	dynein, axonemal, heavy chain 7C, transcript variant X2	mRNA
1	46925702	46925772	-	Slc39a10	227059	solute carrier family 39 (zinc transporter), member 10, transcript variant X3	mRNA
1	47251863	47251934	+	LOC105243921	105243921	uncharacterized LOC105243921	ncRNA
1	47365002	47366477	-	Gm4852	227061	NA	exon
1	47433524	47433775	+	LOC105243922	105243922	uncharacterized LOC105243922	ncRNA
1	47467021	47467125	-	Mir6350	102466969	microRNA 6350	precursor_RNA
1	47657627	47659711	+	Gm8337	666869	NA	exon
1	48313667	48314869	-	Gm5974	546734	NA	exon
1	48881695	48882925	+	Gm8357	666909	NA	exon
1	49003991	49005182	-	Gm19644	100503343	NA	exon
1	49244616	49244728	+	C230029F24Rik	442837	RIKEN cDNA C230029F24 gene	misc_RNA
1	49398784	49400799	-	Gm6757	627430	NA	exon
1	49498553	49498719	+	Gm3605	100041981	NA	exon
1	50322018	50322048	-	LOC105243923	105243923	uncharacterized LOC105243923	ncRNA
1	50533030	50533191	+	LOC102633655	102633655	NA	exon
1	50812475	50812630	+	Gm28321	102633780	predicted gene 28321	ncRNA
1	50909962	50910888	+	Tmeff2	56363	transmembrane protein with EGF-like and two follistatin-like domains 2, transcript variant X1	mRNA
1	51089346	51090893	-	LOC105243924	105243924	uncharacterized LOC105243924, transcript variant X1	ncRNA
1	51333684	51333779	-	9330175M20Rik	442821	RIKEN cDNA 9330175M20 gene	ncRNA
1	51289126	51289868	+	Sdpr	20324	serum deprivation response	mRNA
1	51477825	51478059	-	Nabp1	109019	nucleic acid binding protein 1, transcript variant X2	mRNA
1	51607359	51607520	-	Gm17767	100045066	predicted gene, 17767, transcript variant X2	ncRNA
1	51622474	51622520	+	Gm31636	102633934	predicted gene, 31636, transcript variant X1	ncRNA
1	51915761	51915978	-	Myo1b	17912	myosin IB, transcript variant 3	mRNA
1	51915458	51915497	+	Gm33795	102636835	predicted gene, 33795, transcript variant X2	mRNA
1	51938147	51938765	-	Gm8419	667010	NA	exon
1	51987106	51987220	+	Stat4	20849	signal transducer and activator of transcription 4, transcript variant X2	mRNA
1	52090584	52090954	-	Gm3940	100042634	NA	exon
1	52113721	52113890	-	Gm31812	102634160	predicted gene, 31812	ncRNA
1	52119438	52119623	+	Stat1	20846	signal transducer and activator of transcription 1, transcript variant 2	mRNA
1	52232592	52233232	-	Gls	14660	glutaminase, transcript variant 1	mRNA
1	52258091	52258151	-	Gm31867	102634235	predicted gene, 31867, transcript variant X2	ncRNA
1	52305615	52305778	+	Gm31955	102634354	predicted gene, 31955, transcript variant X2	ncRNA
1	52500210	52500448	-	Nab1	17936	Ngfi-A binding protein 1	mRNA
1	52503029	52504246	-	Gm5976	546736	NA	exon
1	52504495	52504944	+	Gm553	227091	predicted gene 553, transcript variant X1	misc_RNA
1	52522221	52522731	+	Rps27a-ps1	100042094	NA	exon
1	52568535	52568628	+	Tmem194b	227094	transmembrane protein 194B, transcript variant X1	mRNA
1	52580262	52580292	-	Gm28178	102634661	predicted gene 28178	ncRNA
1	52584441	52585159	+	Gm5527	433305	NA	exon
1	52726710	52726963	-	Mfsd6	98682	major facilitator superfamily domain containing 6, transcript variant X1	mRNA
1	52756719	52757251	+	Gm28650	102636958	NA	exon
1	52805929	52806082	-	Inpp1	16329	inositol polyphosphate-1-phosphatase, transcript variant X2	mRNA
1	52845046	52845144	+	Hibch	227095	3-hydroxyisobutyryl-Coenzyme A hydrolase	mRNA
1	52991269	52991343	-	1700019D03Rik	67080	RIKEN cDNA 1700019D03 gene, transcript variant X5	mRNA
1	53061663	53062141	+	Mstn	17700	myostatin	mRNA
1	53187328	53187642	-	1700019A02Rik	69397	RIKEN cDNA 1700019A02 gene, transcript variant X6	mRNA
1	53296886	53297026	-	Pms1	227099	postmeiotic segregation increased 1 (S. cerevisiae), transcript variant X7	mRNA
1	53195073	53196233	+	LOC105243925	105243925	uncharacterized LOC105243925	ncRNA
1	53297095	53297188	+	Ormdl1	227102	ORM1-like 1 (S. cerevisiae)	mRNA
1	53312897	53313858	+	Osgepl1	72085	O-sialoglycoprotein endopeptidase-like 1, transcript variant X1	misc_RNA
1	53352530	53352752	-	Asnsd1	70396	asparagine synthetase domain containing 1, transcript variant 2	mRNA
1	53706678	53708104	-	Dnah7a	627872	dynein, axonemal, heavy chain 7A, transcript variant X3	mRNA
1	53704477	53705028	+	Gm32311	102634815	predicted gene, 32311, transcript variant X3	ncRNA
1	53785074	53785250	-	Stk17b	98267	serine/threonine kinase 17b (apoptosis-inducing), transcript variant X1	mRNA
1	54194536	54194605	-	Hecw2	329152	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2, transcript variant X3	mRNA
1	53849424	53849495	+	Mir7681	102465783	microRNA 7681	precursor_RNA
1	54250661	54250885	+	Ccdc150	78016	coiled-coil domain containing 150, transcript variant X1	mRNA
1	54438813	54438971	-	Gtf3c3	98488	general transcription factor IIIC, polypeptide 3	mRNA
1	54456635	54456948	-	Gm34066	102637189	predicted gene, 34066, transcript variant X1	mRNA
1	54557434	54557684	-	Pgap1	241062	post-GPI attachment to proteins 1	mRNA
1	54566412	54567318	+	Gm19637	100503327	NA	exon
1	54926140	54926733	-	Ankrd44	329154	ankyrin repeat domain 44, transcript variant X1	mRNA
1	54681198	54681922	+	4930444A19Rik	73980	RIKEN cDNA 4930444A19 gene, transcript variant X2	misc_RNA
1	55027339	55027478	-	Sf3b1	81898	splicing factor 3b, subunit 1	mRNA
1	55052770	55052990	+	Coq10b	67876	coenzyme Q10 homolog B (S. cerevisiae), transcript variant 1	mRNA
1	55066253	55067108	+	Gm17971	100416214	NA	exon
1	55087989	55088112	-	Hspd1	15510	heat shock protein 1 (chaperonin), transcript variant X1	mRNA
1	55088148	55088412	+	Hspe1	15528	heat shock protein 1 (chaperonin 10)	mRNA
1	55120056	55120892	-	Gm5147	381258	NA	exon
1	55130936	55131359	+	Mob4	19070	MOB family member 4, phocein, transcript variant X1	mRNA
1	55160643	55161096	-	Gm6822	627998	NA	exon
1	55226121	55227065	-	Rftn2	74013	raftlin family member 2, transcript variant X4	mRNA
1	55201429	55202405	+	Gm32792	102635460	predicted gene, 32792, transcript variant X2	ncRNA
1	55226661	55226750	+	Gm10561	628004	predicted gene 10561	misc_RNA
1	55237177	55240058	+	Mars2	212679	methionine-tRNA synthetase 2 (mitochondrial)	mRNA
1	55363299	55364058	-	Boll	75388	bol, boule-like (Drosophila), transcript variant X1	mRNA
1	55335372	55335822	+	Gm8292	666793	NA	exon
1	55370013	55370325	-	Gm29138	101055993	NA	exon
1	55381179	55381983	-	Gm8531	667237	NA	exon
1	55405946	55406630	+	Plcl1	227120	phospholipase C-like 1	mRNA
1	55443695	55445063	-	Gm6644	626009	predicted gene 6644	misc_RNA
1	55505881	55509448	-	LOC105243926	105243926	uncharacterized LOC105243926, transcript variant X2	ncRNA
1	55888254	55889039	+	Gm32949	102635670	predicted gene, 32949	ncRNA
1	55931241	55931342	+	9130227L01Rik	329159	RIKEN cDNA 9130227L01 gene	ncRNA
1	56018978	56019053	+	1700003I22Rik	69356	RIKEN cDNA 1700003I22 gene, transcript variant 1	ncRNA
1	56636044	56637451	-	Hsfy2	71066	heat shock transcription factor, Y linked 2	mRNA
1	56978421	56978681	-	Satb2	212712	special AT-rich sequence binding protein 2, transcript variant X3	mRNA
1	56971469	56975196	+	9130024F11Rik	329160	RIKEN cDNA 9130024F11 gene, transcript variant 1	ncRNA
1	57002505	57002656	+	LOC102636041	102636041	uncharacterized LOC102636041, transcript variant X2	ncRNA
1	57127309	57127694	+	LOC105243927	105243927	uncharacterized LOC105243927, transcript variant X1	ncRNA
1	57214820	57214996	-	BC055402	407809	cDNA sequence BC055402	ncRNA
1	57291169	57292499	-	Gm5254	383509	NA	exon
1	57377405	57377544	-	4930558J18Rik	75323	RIKEN cDNA 4930558J18 gene	ncRNA
1	57377594	57377946	+	1700066M21Rik	73467	RIKEN cDNA 1700066M21 gene, transcript variant X1	misc_RNA
1	57406384	57406471	-	Tyw5	68736	tRNA-yW synthesizing protein 5, transcript variant X2	mRNA
1	57406548	57407222	+	9430016H08Rik	68115	RIKEN cDNA 9430016H08 gene	mRNA
1	57774162	57774563	+	Spats2l	67198	spermatogenesis associated, serine-rich 2-like, transcript variant X4	mRNA
1	57970021	57970084	-	Kctd18	51960	potassium channel tetramerisation domain containing 18, transcript variant 2	mRNA
1	57985340	57985441	+	Sgol2a	68549	shugoshin-like 2a (S. pombe), transcript variant 2	mRNA
1	58029809	58030058	+	Aox1	11761	aldehyde oxidase 1, transcript variant X1	mRNA
1	58113136	58113312	+	Aox3	71724	aldehyde oxidase 3	mRNA
1	58139571	58141341	-	LOC105243928	105243928	uncharacterized LOC105243928	ncRNA
1	58210397	58210628	+	Aox4	71872	aldehyde oxidase 4	mRNA
1	58276141	58276159	+	Aox2	213043	aldehyde oxidase 2, transcript variant X1	mRNA
1	58315234	58315656	-	Gm15759	102636191	predicted gene 15759	ncRNA
1	58392456	58392543	-	LOC105243929	105243929	uncharacterized LOC105243929	ncRNA
1	58393136	58393216	+	Bzw1	66882	basic leucine zipper and W2 domains 1	mRNA
1	58423920	58424088	-	Clk1	12747	CDC-like kinase 1, transcript variant 2	misc_RNA
1	58445332	58445486	-	Ppil3	70225	peptidylprolyl isomerase (cyclophilin)-like 3, transcript variant 1	mRNA
1	58445156	58445634	+	Nif3l1	65102	Ngg1 interacting factor 3-like 1 (S. pombe), transcript variant X1	mRNA
1	58504772	58505109	-	Orc2	18393	origin recognition complex, subunit 2, transcript variant c	mRNA
1	58505141	58505227	+	Gm15834	100504455	predicted gene 15834, transcript variant X1	ncRNA
1	58586212	58586333	-	Fam126b	213056	family with sequence similarity 126, member B	mRNA
1	58586599	58586670	+	Ndufb3	66495	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3	mRNA
1	58646593	58648317	+	Gm10068	100504483	NA	exon
1	58652641	58652689	+	Gm20257	100504501	predicted gene, 20257	misc_RNA
1	58695902	58696010	-	Als2cr12	108812	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 (human), transcript variant X1	mRNA
1	58711310	58711592	+	Cflar	12633	CASP8 and FADD-like apoptosis regulator, transcript variant X1	mRNA
1	58761862	58761938	-	LOC105243930	105243930	uncharacterized LOC105243930	ncRNA
